trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
181,False,"{'a': 0.7, 'e': 0.16365413680270408}",25,19,7.173331948938963,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.7, 'e': 0.16202575093388077}",20,7,13.612340456887866,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.7, 'e': 0.16041356777517277}",25,18,11.9389415252389,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.7, 'e': 0.1588174261069207}",30,0,45.16485094984977,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,False,"{'a': 0.7, 'e': 0.1572371663136276}",20,8,8.407173439025978,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,False,"{'a': 0.7, 'e': 0.1556726303679973}",25,10,1.8848500317157828,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
187,False,"{'a': 0.7, 'e': 0.15412366181513143}",20,13,14.546756558902684,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.7, 'e': 0.15259010575688386}",20,6,1.453089664230239,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.7, 'e': 0.15107180883637084}",25,20,7.409465420398235,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.7, 'e': 0.14956861922263504}",20,10,-2.2064197740761755,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
191,False,"{'a': 0.7, 'e': 0.14808038659546244}",20,1,19.76633300723963,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.7, 'e': 0.14660696213035015}",30,0,20.91669041100849,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
193,False,"{'a': 0.7, 'e': 0.14514819848362376}",20,15,9.919183630650299,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.7, 'e': 0.14370394977770296}",25,14,19.290728958120628,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.7, 'e': 0.1422740715865136}",25,0,-2.143190002500905,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
196,False,"{'a': 0.7, 'e': 0.140858420921045}",20,2,-22.74836948303054,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
197,False,"{'a': 0.7, 'e': 0.13945685621505094}",25,6,-8.873330877286687,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.7, 'e': 0.13806923731089282}",20,13,14.710521139004733,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.7, 'e': 0.13669542544552388}",35,9,22.597038530832368,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.7, 'e': 0.1353352832366127}",20,0,21.31666703122223,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
201,False,"{'a': 0.7, 'e': 0.13398867466880496}",25,19,12.13096946159522,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.7, 'e': 0.13265546508012174}",20,10,19.9407628378522,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.7, 'e': 0.13133552114849306}",20,14,11.73023981227503,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.7, 'e': 0.13002871087842593}",25,18,15.470756915749414,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.7, 'e': 0.12873490358780426}",25,0,0.04935565423324717,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
206,False,"{'a': 0.7, 'e': 0.12745396989482075}",20,16,8.517713799809108,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.7, 'e': 0.12618578170503877}",25,0,28.27540809511936,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.7, 'e': 0.12493021219858243}",20,4,0.5955563039346656,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
209,False,"{'a': 0.7, 'e': 0.12368713581745484}",20,0,19.321844358242227,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.7, 'e': 0.12245642825298192}",20,0,21.354540541324226,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
211,False,"{'a': 0.7, 'e': 0.1212379664333817}",20,4,12.455350455378138,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.7, 'e': 0.12003162851145674}",30,16,-16.183433914625898,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
213,False,"{'a': 0.7, 'e': 0.11883729385240967}",25,5,-7.175470538819234,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
214,False,"{'a': 0.7, 'e': 0.1176548430217792}",25,15,7.4518782890088335,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.7, 'e': 0.11648415777349698}",25,18,15.316523678382715,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.7, 'e': 0.11532512103806253}",25,7,29.682611391310548,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.7, 'e': 0.11417761691083651}",20,2,29.34784694735687,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.7, 'e': 0.11304153064044986}",25,8,28.669692083083405,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.7, 'e': 0.11191674861732889}",20,0,28.609541431601365,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
220,False,"{'a': 0.7, 'e': 0.11080315836233387}",25,17,14.722724415109237,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.7, 'e': 0.10970064851551142}",30,21,-25.17260203976871,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.7, 'e': 0.10860910882495797}",20,5,-15.164499438156254,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.7, 'e': 0.10752843013579497}",25,16,9.291010075393615,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7, 'e': 0.10645850437925282}",25,0,24.08707070427725,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
225,False,"{'a': 0.7, 'e': 0.10539922456186435}",30,0,33.50087890130198,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
226,False,"{'a': 0.7, 'e': 0.10435048475476501}",20,8,22.79889944989134,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.7, 'e': 0.10331218008310021}",20,0,19.801467359657927,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
228,False,"{'a': 0.7, 'e': 0.10228420671553745}",20,11,8.789020822561996,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.7, 'e': 0.10126646185388341}",30,19,18.001488076100692,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.7, 'e': 0.10025884372280372}",20,6,-23.86412034003333,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
231,False,"{'a': 0.7, 'e': 0.09926125155964566}",25,8,29.492335900950366,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,14,7.547888532815608,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",35,22,25.45116733137713,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,11,27.944106092869507,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,8,31.1484999848088,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,14,29.446589466235405,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,6,35.765192023596185,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,8,20.74165614976305,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,15,7.234268647118901,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",35,18,33.00904078375342,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,8,29.58270437915512,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,15,6.602759218116365,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,6,22.02057084056117,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,9,15.07521969870132,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,10,15.644523577614736,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,8,27.760059076772862,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",30,20,20.178540231945675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,20,19.334944179032735,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,13,13.64348992165058,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,12,23.41882753025423,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,14,13.461934491378493,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",30,13,32.21404622129902,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",20,10,14.908073365115388,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,10,15.776699689249092,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",20,5,24.933290948436017,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",25,0,27.03364128956481,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
26,True,"{'a': 0, 'e': 0}",25,7,30.601738797707114,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,0,34.43675682791016,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
28,True,"{'a': 0, 'e': 0}",25,0,36.87065534352275,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,True,"{'a': 0, 'e': 0}",20,11,19.244137578851312,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",25,13,21.348143698685373,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
