trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
178,False,"{'a': 0.5, 'e': 0.16863814726859552}",20,12,16.28601148545468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.16696016966704072}",25,8,16.76897108872705,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16529888822158656}",20,4,11.93014553448274,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16365413680270408}",30,18,-17.421020375764588,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
182,False,"{'a': 0.5, 'e': 0.16202575093388077}",30,20,5.917125934046824,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.16041356777517277}",35,18,29.06297435946441,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.1588174261069207}",20,3,-3.9154228953596926,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.1572371663136276}",20,16,6.751846684086528,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1556726303679973}",20,10,20.080410482889747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.15412366181513143}",25,17,15.386038878915514,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.15259010575688386}",20,1,31.376408798516753,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.15107180883637084}",20,15,-33.793939178895826,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
190,False,"{'a': 0.5, 'e': 0.14956861922263504}",20,12,14.151528695536774,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14808038659546244}",20,12,-1.4602523924715105,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14660696213035015}",25,14,20.989737098813237,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14514819848362376}",20,0,-17.509332000311986,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.14370394977770296}",20,0,30.437781040945083,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.1422740715865136}",20,11,15.631302041361602,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.140858420921045}",20,16,6.231185193112452,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.13945685621505094}",20,0,28.892730740068686,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13806923731089282}",20,9,19.450073272664675,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13669542544552388}",25,2,-7.367298033828772,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
200,False,"{'a': 0.5, 'e': 0.1353352832366127}",25,9,10.81687450466285,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.13398867466880496}",20,12,-15.90786492648069,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13265546508012174}",30,16,17.454629931394592,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.13133552114849306}",30,7,34.1123988053987,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.13002871087842593}",20,10,20.22007001544293,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.12873490358780426}",20,10,4.959100395955154,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12745396989482075}",20,6,21.05125860236411,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12618578170503877}",20,16,8.262938310494862,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12493021219858243}",25,19,13.42682889493327,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12368713581745484}",25,9,30.7821298192986,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12245642825298192}",30,18,20.985797636943623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.1212379664333817}",20,9,19.780746615176383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.12003162851145674}",30,19,20.883073173067377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.11883729385240967}",20,8,13.89374116880273,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.1176548430217792}",20,12,16.154447246821267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11648415777349698}",25,12,20.78671463602494,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11532512103806253}",20,11,16.06744292057418,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11417761691083651}",25,17,11.766978218332966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11304153064044986}",25,13,21.564830249732307,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.11191674861732889}",30,18,18.110732958036028,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.11080315836233387}",20,15,9.398367861906802,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10970064851551142}",30,8,-10.498853527826268,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.5, 'e': 0.10860910882495797}",20,14,10.40284504543585,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.10752843013579497}",20,9,-7.4705944867675464,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10645850437925282}",25,20,9.868988092846028,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10539922456186435}",20,11,15.863231324239297,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10435048475476501}",25,17,14.216772705060341,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.10331218008310021}",20,7,25.425550466293963,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.10228420671553745}",25,0,41.51944448929514,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.10126646185388341}",20,13,14.53972877595449,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.10025884372280372}",20,12,7.8734570095167005,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.09926125155964566}",30,18,22.33261721692939,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09827358560436156}",20,12,5.976889220281783,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09729574708953277}",25,9,24.212627975152387,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09632763823049305}",20,13,12.907015223453515,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.09536916221554963}",30,17,0.49904644830770106,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.09442022319630236}",25,7,36.04103023878294,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09348072627805848}",20,13,15.62637138073254,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.0925505775103433}",25,2,-15.879241737518495,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
239,False,"{'a': 0.5, 'e': 0.09162968387750485}",35,23,23.742988865584287,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.09071795328941253}",20,12,16.117973417017858,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.08981529457224764}",30,18,-27.971741317860676,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
242,False,"{'a': 0.5, 'e': 0.08892161745938636}",20,8,22.977442537863837,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08803683258237256}",25,18,11.016723699545457,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.08716085146198131}",25,15,10.169120335993005,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.08629358649937051}",25,0,21.734206027819667,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
246,False,"{'a': 0.5, 'e': 0.08543495096732125}",20,12,15.264157818886673,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.0845848590015647}",25,16,14.557313011373864,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.08374322559219596}",20,16,10.033755015327298,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08290996657517267}",30,24,13.564253019018697,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.0820849986238988}",20,6,26.748231003941903,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08126823924089169}",20,12,16.934200206234294,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.08045960674953244}",20,10,16.824790059656674,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07965902028589801}",20,8,24.1633014192262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07886639979067496}",30,18,24.211432132556894,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07808166600115314}",20,16,7.048808086154761,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.07730474044329975}",30,24,11.70260567111124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07653554542391153}",25,10,19.761409465156756,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07577400402284548}",25,11,7.201737425644868,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.07502004008532698}",25,18,13.220293573979646,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07427357821433389}",20,14,2.3404285425057587,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07353454376305711}",30,16,26.330053940001797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.0728028628274356}",30,15,14.211729600575781,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07207846223876611}",20,11,16.567922945018175,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07136126955638607}",20,10,19.94190831606301,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.0706512130604296}",20,9,11.708546459654606,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06994822174465536}",25,18,10.926710553659106,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.069252225309346}",20,14,13.142886591449525,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.06856315415427792}",30,10,19.58513215502485,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06788093937176144}",25,6,33.93754941698477,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06720551273974976}",20,14,10.488740891047078,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06653680671501687}",25,10,25.745574653672907,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06587475442640296}",20,14,1.1704320092604958,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06521928966812754}",30,16,25.816861105336983,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06457034689316848}",25,3,27.32490570228413,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06392786120670758}",25,8,18.615885676148576,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.06329176835964072}",30,18,12.24060898601954,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06266200474215317}",30,10,12.764093638219862,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.062038507377358304}",25,13,-20.270123608416135,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.061421213915000133}",20,6,26.67491849128711,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.06081006262521796}",25,15,16.561632146508636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.06020499239237355}",25,9,31.55691946492098,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.059605942708939375}",20,16,8.768955594673603,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.05901285366944785}",25,8,30.567306076445043,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.058425665964500835}",25,11,21.455573692186977,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05784432087483846}",20,10,18.264269672876853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.057268760265467365}",30,14,32.517347135393905,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05669892657984692}",30,15,12.6797761870088,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.05613476283413374}",20,14,10.320622906628238,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05557621261148307}",20,0,30.451262100420934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.055023220056407245}",30,21,15.571263765782682,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.054475729869189866}",30,17,13.740108668850873,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.053933687300356026}",25,9,22.90567691303062,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.05339703814519709}",30,20,23.105299233479126,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.052865728738350375}",20,16,8.611062194531481,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.052339705948432395}",20,10,4.80526923824408,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.05181891717272584}",25,14,19.84632248945104,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.05130331033191912}",20,8,22.292353207121135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.05079283386489851}",20,9,-3.661872495394707,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.05028743672359187}",30,23,-7.784358125154947,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.04978706836786395}",35,23,26.444713927732845,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,15,17.961704755053592,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",35,21,23.83500736531302,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,5,24.67179495649434,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,10,20.928705410923765,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,15,21.569285233528454,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,10,29.803540039661698,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,14,13.116001056743537,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,12,16.399906050586303,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,4,37.03379196909695,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,16,7.156425026108254,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
